#lemma,wordnet_2.0,wordnet_3.0,POS,Cyc ID,Cyc name
projectile,103857090,104008634,noun,Mx4rwFAPh5wpEbGdrcN5Y29ycA,Projectile-Device
Cupid,108957163,109560061,noun,Mx4rvfIfQZwpEbGdrcN5Y29ycA,Cupid
Grenadian,109131125,109749260,noun,Mx4rvVkIkZwpEbGdrcN5Y29ycA,GrenadaPerson
automatic_firearm,102664850,102760429,noun,Mx4rvWC875wpEbGdrcN5Y29ycA,AutomaticFirearm
soy,111784015,112532564,noun,Mx4rvVibaZwpEbGdrcN5Y29ycA,SoybeanPlant
strip,104172494,104339638,noun,Mx4rF7aX9LtfEdmAAAACs6hRjg,StripOfWoodOrMetal
poll,202389305,202463298,verb,Mx4ro7DQwLi9EdmAAAACs6hRjg,VotingAtAPollingStation
radian,112845503,113612042,noun,Mx4rvVisF5wpEbGdrcN5Y29ycA,Radian
progress,200240336,200248659,verb,Mx4rv-6hdJwpEbGdrcN5Y29ycA,ImprovementEvent
strawberry,111881284,112630144,noun,Mx4rvVisvpwpEbGdrcN5Y29ycA,StrawberryPlant
tramontane,110778025,111520271,noun,Mx4rwTDQFJwpEbGdrcN5Y29ycA,MountainBreeze
chain_store,102893941,103001115,noun,Mx4rvVjRnZwpEbGdrcN5Y29ycA,RetailChainStore
score,201076728,201111816,verb,Mx4rvVifj5wpEbGdrcN5Y29ycA,ScoringPoints
messenger,109644882,110311021,noun,Mx4rwNzXmZwpEbGdrcN5Y29ycA,Courier-Generic
commission,202406522,202480803,verb,Mx4rvVid6pwpEbGdrcN5Y29ycA,CommissionAgreement
saddle,103968425,104123740,noun,Mx4rwPvbLJwpEbGdrcN5Y29ycA,Saddle
posterior_cerebral_artery,105034578,105341789,noun,Mx4rwO4qIJwpEbGdrcN5Y29ycA,PosteriorCerebralArtery
light_up,202679220,202761229,verb,Mx4rdMeA4raeEdmFRQACs6hRjg,LightingUp-SettingSomethingOnFire
incorporate,201498405,201541000,verb,Mx4rvsaaY5wpEbGdrcN5Y29ycA,Incorporation-Physical
occipital_bone,105224817,105541872,noun,Mx4rwQtsiZwpEbGdrcN5Y29ycA,OccipitalBone
navy,107694819,108191701,noun,Mx4rvyO94ZwpEbGdrcN5Y29ycA,Navy
gill,102421689,102510769,noun,Mx4rvVi9dZwpEbGdrcN5Y29ycA,Gill
rye,111386859,112134025,noun,Mx4rvViEO5wpEbGdrcN5Y29ycA,RyePlant
milkweed,112479745,113233727,noun,Mx4rvViz4JwpEbGdrcN5Y29ycA,Milkweed
Tonga,106568613,106996029,noun,Mx4rvVjDoZwpEbGdrcN5Y29ycA,TonganLanguage
torque_wrench,104285627,104457910,noun,Mx4rvVkIyJwpEbGdrcN5Y29ycA,TorqueWrench
devour,201160767,201197014,verb,Mx4rvVjLtJwpEbGdrcN5Y29ycA,ConsumingFoodOrDrink
pipe_bomb,103796484,103945817,noun,Mx4rCv09GLx2QdeHYP0DFUX9Gg,PipeBomb
moral,106198025,106606044,noun,Mx4rvVjcEZwpEbGdrcN5Y29ycA,Moral-AesopKind
Egyptian_pound,112921872,113694017,noun,Mx4rvVjlTpwpEbGdrcN5Y29ycA,Pound-Egypt
find,202183569,202248465,verb,Mx4rvhyWy5wpEbGdrcN5Y29ycA,EncounteringSomething
Illyrian,106518664,106942874,noun,Mx4rvVjKzJwpEbGdrcN5Y29ycA,IllyrianLanguage
hormone,105097833,105407119,noun,Mx4rvVi9AZwpEbGdrcN5Y29ycA,Hormone
field_hockey,100443865,100467995,noun,Mx4rvbj-Y5wpEbGdrcN5Y29ycA,FieldHockey
disapprove,200781077,200807178,verb,Mx4r1KJLsMb5EdmAAACQJw5drg,RejectingSomething
radius,105273555,105593318,noun,Mx4rwUsDcZwpEbGdrcN5Y29ycA,Radius-Bone
ritual,100968308,101027859,noun,Mx4rvVjeRZwpEbGdrcN5Y29ycA,Ritual
mousse,103651991,103794136,noun,Mx4rwQxIwJwpEbGdrcN5Y29ycA,HairMousse
cerebellum,105170535,105485554,noun,Mx4rvl1eipwpEbGdrcN5Y29ycA,Cerebellum
cough,200005679,200005815,verb,Mx4rvVjRFJwpEbGdrcN5Y29ycA,Coughing
collagen,104982697,105287090,noun,Mx4rvYr4hZwpEbGdrcN5Y29ycA,Collagen
National_Rifle_Association,107865779,108375722,noun,Mx4rvWEpi5wpEbGdrcN5Y29ycA,NationalRifleAssociation
Abuja,108417718,108974171,noun,Mx4rvVj3dJwpEbGdrcN5Y29ycA,CityOfLagosNigeria
degree_Fahrenheit,112942013,113714641,noun,Mx4rvVide5wpEbGdrcN5Y29ycA,DegreeFahrenheit
banking_game,100484165,100509566,noun,Mx4rvlRpdZwpEbGdrcN5Y29ycA,BankingGame
edible_nut,107265072,107737081,noun,Mx4rvVjrDZwpEbGdrcN5Y29ycA,EdibleNut
investment,100188301,100198919,noun,Mx4r7fegmL8ZEdmAAAACs6hRjg,Investment-PromotingSomeoneInACeremony
ministry,107623219,108114004,noun,Mx4rwooJShlEQdicuoWV4yDY4A,Ministry
sweater,104200915,104370048,noun,Mx4rvVkBipwpEbGdrcN5Y29ycA,Sweater
powdered,302154779,302233390,adj,Mx4r_G0V0HS9EdaAAACgyZzFrg,Powder
puffin,101964884,102047614,noun,Mx4rvViPy5wpEbGdrcN5Y29ycA,Puffin
potato,112147627,112897493,noun,Mx4rvViDtJwpEbGdrcN5Y29ycA,PotatoPlant
pen,103759542,103906997,noun,Mx4rvViISpwpEbGdrcN5Y29ycA,WritingPen
tensile_strength,104762430,105030251,noun,Mx4rvVie45wpEbGdrcN5Y29ycA,TensileStrength
fraud,100720122,100769092,noun,Mx4rv_TRaJwpEbGdrcN5Y29ycA,Fraud
starve,201151899,201188144,verb,Mx4rwCFAHZwpEbGdrcN5Y29ycA,Starvation
line,108068298,108593262,noun,Mx4r6A7z1B5sQdedAK6n_bYxDg,LinearObject
phonograph_record,103776098,103924069,noun,Mx4rvVkHKJwpEbGdrcN5Y29ycA,PhonographRecord
Kwa,106569747,106997168,noun,Mx4r7o35MssaEdmAAAACs6hRjg,Kwa-CongoLanguageFamily
Macedonian,109105804,109721444,noun,Mx4rvViym5wpEbGdrcN5Y29ycA,EthnicGroupOfMacedonians
side,104052451,104213626,noun,Mx4rwPSHP5wpEbGdrcN5Y29ycA,Side
squash,111411021,112158798,noun,Mx4rvWU3gJwpEbGdrcN5Y29ycA,SquashPlant
paper_chase,100436372,100460078,noun,Mx4rv9hx3JwpEbGdrcN5Y29ycA,PaperChase
domestic_cat,102037911,102121808,noun,Mx4rvVkErZwpEbGdrcN5Y29ycA,DomesticCat
ambulance,102608716,102701002,noun,Mx4rvViM0pwpEbGdrcN5Y29ycA,Ambulance
trouble,202432863,202507736,verb,Mx4rf31N87ctEdmFRAACs6hRjg,Inconveniencing-AffectingSomething
slip_on,200049395,200051170,verb,Mx4rt8Uj8bJtEdmAhAACs6hRjg,SlippingOnSomeClothingItem
seawater,114156988,115008847,noun,Mx4rvVkFGZwpEbGdrcN5Y29ycA,SeaWater
academy,107780114,108280124,noun,Mx4rnPRi2sh5EdmAAAACs6hRjg,HonorarySociety
turbinate_bone,104979534,105283816,noun,Mx4rv07bVJwpEbGdrcN5Y29ycA,InferiorTurbinatedBone
car_wheel,102868295,102974003,noun,Mx4rvVjCD5wpEbGdrcN5Y29ycA,AutomobileWheel
grow,200224068,200231557,verb,Mx4rvVi8v5wpEbGdrcN5Y29ycA,BiologicalGrowthEvent
astronaut,109192375,109818022,noun,Mx4rvViddZwpEbGdrcN5Y29ycA,Astronaut
pylon,103876513,104028581,noun,Mx4rwPSO_ZwpEbGdrcN5Y29ycA,PowerLineTower
muscle,104984763,105289297,noun,Mx4rvYA8cJwpEbGdrcN5Y29ycA,Muscle
catalase,113895853,114737639,noun,Mx4rwLH5NJwpEbGdrcN5Y29ycA,Catalase
steam_engine,104143367,104309049,noun,Mx4rvdeJ3ZwpEbGdrcN5Y29ycA,SteamEngine
hypothalamus,105183656,105499379,noun,Mx4rwEgr9JwpEbGdrcN5Y29ycA,Hypothalamus
Rome,107594800,108085535,noun,Mx4rwJQexJwpEbGdrcN5Y29ycA,HolySee
record,200967710,201000214,verb,Mx4rvWIQRJwpEbGdrcN5Y29ycA,IBOCreation
Trinidad_and_Tobago,108218994,108756202,noun,Mx4rvVjnOZwpEbGdrcN5Y29ycA,TrinidadAndTobago
Cebu,108424961,108982037,noun,Mx4rvVimqpwpEbGdrcN5Y29ycA,CityOfCebuPhilippines
hotel,103411659,103542333,noun,Mx4rvViIe5wpEbGdrcN5Y29ycA,HotelBuilding
swimming_trunks,104202237,104371430,noun,Mx4rvViO95wpEbGdrcN5Y29ycA,SwimmingTrunks
chute,102920836,103029603,noun,Mx4rv2bGaZwpEbGdrcN5Y29ycA,Chute-SlopingPath
yellow,300370437,300385756,adj,Mx4rnsB1KnS5EdaAAACgyZzFrg,YellowColor
emit,202685205,202767308,verb,Mx4rvtAG-JwpEbGdrcN5Y29ycA,Emission
Iraqi_dinar,112897482,113669342,noun,Mx4rvViPV5wpEbGdrcN5Y29ycA,Dinar-Iraq
Strait_of_Magellan,108852849,109447047,noun,Mx4rvViOApwpEbGdrcN5Y29ycA,StraitOfMagellan
daily,400082220,400081486,adv,Mx4rvVkDXZwpEbGdrcN5Y29ycA,Daily
November,114352321,115213406,noun,Mx4rvVjApZwpEbGdrcN5Y29ycA,November
memo,106104222,106506191,noun,Mx4rvViuspwpEbGdrcN5Y29ycA,Memorandum
intercommunicate,202544633,202622812,verb,Mx4r21G50Lf7EdmAAAACs6hRjg,InterconnectingThatAffordsPassage
showery,302460795,302550333,adj,Mx4rvViuM5wpEbGdrcN5Y29ycA,RainyArea
grimace,200033053,200034288,verb,Mx4rvVjFjZwpEbGdrcN5Y29ycA,MakingFacialExpression
Rhone-Alpes,108389795,108944378,noun,Mx4rvim_B5wpEbGdrcN5Y29ycA,RhoneAlpes-RegionFrance
spot_promote,202326570,202398314,verb,Mx4rS_T-ZLgjEdmAAAACs6hRjg,SpotPromotingSomeone
polypropylene,114144759,114996158,noun,Mx4rvViI8pwpEbGdrcN5Y29ycA,Polypropylene
option,112487555,113241600,noun,Mx4rvWnTEJwpEbGdrcN5Y29ycA,OptionTransactionAgreement
oxygen,113809632,114648100,noun,Mx4rvVjIyJwpEbGdrcN5Y29ycA,Oxygen
fingernail,105264802,105584265,noun,Mx4rvVi4GJwpEbGdrcN5Y29ycA,Fingernail
propositional_logic,105794596,106165147,noun,Mx4rwIFo-5wpEbGdrcN5Y29ycA,PropositionalLogic
desktop_computer,103064989,103180011,noun,Mx4rvVj7PpwpEbGdrcN5Y29ycA,DesktopComputer
intervertebral_disc,104980296,105284617,noun,Mx4rv11AcpwpEbGdrcN5Y29ycA,InterVertebralDisc
semanticist,109888163,110577820,noun,Mx4rv4uaF5wpEbGdrcN5Y29ycA,Semanticist
hearts,100471293,100496599,noun,Mx4rwI4sx5wpEbGdrcN5Y29ycA,HeartsGame
tie,201315502,201355411,verb,Mx4rb7FjdLG6EdmAhAACs6hRjg,TyingMusicalNotesTogether
sucre,112935149,113707585,noun,Mx4rvVjfsJwpEbGdrcN5Y29ycA,Sucre-Ecuador
missile,103632102,103773504,noun,Mx4rvVjXNZwpEbGdrcN5Y29ycA,Missile
Old_Norse,106527781,106953167,noun,Mx4rvVkId5wpEbGdrcN5Y29ycA,OldNorseLanguage
necktie,103672160,103815615,noun,Mx4rvVjMXJwpEbGdrcN5Y29ycA,NeckTie
court-martial,101130029,101196316,noun,Mx4rrHbZrLjHEdmAAAACs6hRjg,CourtMartial
surfboard,104194479,104363559,noun,Mx4rvVjfn5wpEbGdrcN5Y29ycA,Surfboard
film,200970082,201002740,verb,Mx4rvViur5wpEbGdrcN5Y29ycA,TakingAPhotograph-FilmCamera
petit_jury,107904288,108415272,noun,Mx4r4v09XHtAQdeZDKY4Fp-Pug,Jury-Petit
Cracow,108426266,108983413,noun,Mx4rvVjnsJwpEbGdrcN5Y29ycA,CityOfCracowPoland
houseboat,103414795,103545470,noun,Mx4rwPzd_pwpEbGdrcN5Y29ycA,HouseBoat
Veracruz,108209965,108746475,noun,Mx4rvVjkl5wpEbGdrcN5Y29ycA,CityOfVeracruzMexico
sandal,103977860,104133789,noun,Mx4rvViPKZwpEbGdrcN5Y29ycA,Sandal
nutshell,110938012,111683747,noun,Mx4rvWPUhZwpEbGdrcN5Y29ycA,NutShell
pollutant,114011661,114857278,noun,Mx4rvvOaSZwpEbGdrcN5Y29ycA,Pollutant
satisfaction,107068639,107531255,noun,Mx4rvVi97ZwpEbGdrcN5Y29ycA,Satisfaction
wake_up,200018221,200018526,verb,Mx4rvVirxZwpEbGdrcN5Y29ycA,WakingUpFromSleep
pecan,107302391,107774719,noun,Mx8Ngh4rvVipdpwpEbGdrcN5Y29ycB4rvVjaLpwpEbGdrcN5Y29ycA,"[:FruitFn, :PecanTree]"
winter_solstice,114362134,115223190,noun,Mx4rvV3GDZwpEbGdrcN5Y29ycA,WinterSolsticeDay
Sokoro,106559389,106985807,noun,Mx4rvVjq4ZwpEbGdrcN5Y29ycA,SokoroLanguage
nude,109693367,110365399,noun,Mx4rv6gOHpwpEbGdrcN5Y29ycA,NudePerson
Masai,106571035,106998460,noun,Mx4rvVjz4ZwpEbGdrcN5Y29ycA,MasaiLanguage
molybdenum,113807229,114645661,noun,Mx4rvVif9JwpEbGdrcN5Y29ycA,Molybdenum
Libreville,108390864,108945705,noun,Mx4rvVjna5wpEbGdrcN5Y29ycA,CityOfLibrevilleGabon
soup,107115585,107583197,noun,Mx4rvVj2XJwpEbGdrcN5Y29ycA,Soup
pill_bottle,103789198,103937543,noun,Mx4rvVjr5ZwpEbGdrcN5Y29ycA,MedicineBottle
Urals,108870747,109467185,noun,Mx4rvVjoipwpEbGdrcN5Y29ycA,UralMountains
fuck,100795199,100846021,noun,Mx4rvVjL8pwpEbGdrcN5Y29ycA,SexualCopulation
sport,100407449,100523513,noun,Mx4rvgH-XZwpEbGdrcN5Y29ycA,AthleticActivity
vest,200050268,200052043,verb,Mx4rt8VLBLJtEdmAhAACs6hRjg,PuttingOnAFormalRobe
coffee_bean,107452002,107929351,noun,Mx8Ngh4rwP4F85wpEbGdrcN5Y29ycB4rvVi0IpwpEbGdrcN5Y29ycA,"[:SeedFn, :CoffeeBush]"
Connecticut,108505044,109068444,noun,Mx4rvVi-r5wpEbGdrcN5Y29ycA,Connecticut-State
fire,106854630,107302836,noun,Mx4rvVjATpwpEbGdrcN5Y29ycA,CombustionProcess
grope,202455699,202530936,verb,Mx4rf344ULctEdmFRAACs6hRjg,Groping-AttemptingActivity
Bosnia_and_Herzegovina,108273242,108817630,noun,Mx4rv4ctQ5wpEbGdrcN5Y29ycA,Bosnia-Herzegovina
splint,104117997,104282494,noun,Mx4rwP1H0JwpEbGdrcN5Y29ycA,Splint
Little_Dipper,108756298,109340452,noun,Mx4rvYos35wpEbGdrcN5Y29ycA,LittleDipper-Asterism
cockateel,101739059,101819734,noun,Mx4rwEG3qpwpEbGdrcN5Y29ycA,Cockatiel
elaborate,200923861,200955601,verb,Mx4rQeuiusFbEdmAAAACs6hRjg,ElaboratingSomething
nightgown,103680663,103824381,noun,Mx4rvVj6b5wpEbGdrcN5Y29ycA,NightGown
levitate,201887576,201944252,verb,Mx4rSVaCKtR3EdmAAACQJw5drg,Levitating
Buddhist,109073349,109683757,noun,Mx4rwQBTwZwpEbGdrcN5Y29ycA,BuddhistPerson
coordinated_universal_time,114273542,115130434,noun,Mx4rjd3kGsbuEdmAAAACs6hRjg,CoordinatedUniversalTime
chain,102892416,102999410,noun,Mx4rvVjNfZwpEbGdrcN5Y29ycA,Chain
apparel_industry,107576414,108066317,noun,Mx4rwOcYbZwpEbGdrcN5Y29ycA,FashionIndustry
tenant,202386490,202460483,verb,Mx4rp7kCwri5EdmAAAACs6hRjg,TenantingSomething
hospitalization,113742236,114576053,noun,Mx4rvVjXJJwpEbGdrcN5Y29ycA,HospitalCareEvent
break,202404206,202478469,verb,Mx4rpUSzGsCEEdmAAAACs6hRjg,Breaking-InvalidatingSomething
lienal_artery,105042739,105350061,noun,Mx4rv0cb2ZwpEbGdrcN5Y29ycA,SplenicArtery
Sagittarius,108827340,109419112,noun,Mx4rv4Pa-5wpEbGdrcN5Y29ycA,Sagittarius-Constellation
inner_tube,103441453,103573005,noun,Mx4rvgEaN5wpEbGdrcN5Y29ycA,InnerTube
cause_to_sleep,200018968,200019273,verb,Mx4rvVjSm5wpEbGdrcN5Y29ycA,Sleeping
pike,107307044,107779375,noun,Mx4rvVj2TZwpEbGdrcN5Y29ycA,Pike-Fish
palette,103732304,103878674,noun,Mx4rwQCZopwpEbGdrcN5Y29ycA,Palette
northern_hemisphere,108085988,108611662,noun,Mx4rvVjPjpwpEbGdrcN5Y29ycA,NorthernHemisphere-Region
loyalty,107081283,107546389,noun,Mx4rvViVfpwpEbGdrcN5Y29ycA,Loyalty
lifeboat,103526001,103662601,noun,Mx4rwQCOh5wpEbGdrcN5Y29ycA,Lifeboat
credit_union,107736223,108234628,noun,Mx4rwEC-wZwpEbGdrcN5Y29ycA,CreditUnion
footwear,103257519,103380867,noun,Mx4rwQCZsZwpEbGdrcN5Y29ycA,FootwearMarketCategory
Harvey,110315841,111033358,noun,Mx4rbFRNnMbREdmAAAACs6hRjg,WilliamHarvey-Doctor-Medical
flour,107101642,107569106,noun,Mx4rvVinyZwpEbGdrcN5Y29ycA,FlourOrMeal
book,202423492,202498136,verb,Mx4rkZR3DLjHEdmAAAACs6hRjg,BookingSomeone-MakingACriminalCharge
photocopy,201687131,201736299,verb,Mx4rvVjg8ZwpEbGdrcN5Y29ycA,PhotocopyingAPage
ethologist,109421011,110065911,noun,Mx4rvVkATJwpEbGdrcN5Y29ycA,Ethologist
gravestone,103329234,103455488,noun,Mx4rwPzhn5wpEbGdrcN5Y29ycA,TombStone
ice_tea,107456631,107934282,noun,Mx4rvViLk5wpEbGdrcN5Y29ycA,Tea-Iced
radiologist,109820120,110504206,noun,Mx4rwP3A_JwpEbGdrcN5Y29ycA,Radiologist
samarium,113814778,114653596,noun,Mx4rvWMOeJwpEbGdrcN5Y29ycA,Samarium
true_rib,105272326,105591999,noun,Mx4rv4-iWJwpEbGdrcN5Y29ycA,TrueRib
Gibraltarian,109130912,109749011,noun,Mx4rvVi35ZwpEbGdrcN5Y29ycA,GibraltarPerson
spiritual_being,108903509,109504135,noun,Mx4rwQBlzpwpEbGdrcN5Y29ycA,DivineBeing
yen,112937206,113709700,noun,Mx4rvVjiCJwpEbGdrcN5Y29ycA,Yen-Japan
Chinese_checkers,100478604,100503981,noun,Mx4rvbffe5wpEbGdrcN5Y29ycA,ChineseCheckers
norethindrone,113904511,114746417,noun,Mx4rvlGv1JwpEbGdrcN5Y29ycA,Norethindrone
kind,105501538,105839024,noun,Mx4rvViAzJwpEbGdrcN5Y29ycA,Collection
asterism,108635097,109208496,noun,Mx4rv47-F5wpEbGdrcN5Y29ycA,Asterism
termite,102138151,102223266,noun,Mx4rvVi7bpwpEbGdrcN5Y29ycA,Termite
electric_motor,103154257,103273061,noun,Mx4rvViod5wpEbGdrcN5Y29ycA,ElectricalMotor
Adelaide,108289610,108834543,noun,Mx4rvViVHJwpEbGdrcN5Y29ycA,CityOfAdelaideAustralia
kicker,109570470,110230580,noun,Mx4rvVkGcZwpEbGdrcN5Y29ycA,FootballKicker
ethnicity,104577855,104799133,noun,Mx4rvVjcrpwpEbGdrcN5Y29ycA,PersonTypeByEthnicity
snore,200016718,200017031,verb,Mx4rvVjxVZwpEbGdrcN5Y29ycA,Snoring
cecum,105219532,105536370,noun,Mx4rve6u4JwpEbGdrcN5Y29ycA,Cecum
disintegrate,200387015,200399074,verb,Mx4rvVizV5wpEbGdrcN5Y29ycA,DecompositionEvent
operating_room,103704922,103850245,noun,Mx4rvVjsxJwpEbGdrcN5Y29ycA,OperatingRoom
sweet_potato,112078187,112827684,noun,Mx4rvVijRpwpEbGdrcN5Y29ycA,SweetPotatoPlant
spruce,110879746,111624531,noun,Mx4rvgEb-pwpEbGdrcN5Y29ycA,SpruceTree
Gospel,106055410,106455138,noun,Mx4r8ZzVts36EdmAAAACs6hRjg,Gospel
flowerbed,103246147,103368352,noun,Mx4rvVicQZwpEbGdrcN5Y29ycA,FlowerBed
cruise,100299229,100312932,noun,Mx4rvtacVJwpEbGdrcN5Y29ycA,Cruise-Vacation
Tashkent,108463239,109022538,noun,Mx4rvVjcoZwpEbGdrcN5Y29ycA,CityOfTashkentUzbekistan
ankylose,200093539,200096264,verb,Mx4rBVrt4bKFEdmAhAACs6hRjg,Ankylosing
wheat_germ,107331024,107803992,noun,Mx4rwQCQe5wpEbGdrcN5Y29ycA,WheatGerm
Munich,108235181,108774227,noun,Mx4rvVjrSJwpEbGdrcN5Y29ycA,CityOfMunichGermany
Hastings,110316783,111034307,noun,Mx4rkiJR_sbREdmAAAACs6hRjg,ThomasHastings-Architect
toggle,104273370,104445327,noun,Mx4riiG4cLtJEdmAAAACs6hRjg,Toggle-Connector
scholarship,112511064,113266170,noun,Mx4rvZcrK5wpEbGdrcN5Y29ycA,ScholarshipAgreement
bugle,102809117,102912894,noun,Mx4rvVykepwpEbGdrcN5Y29ycA,Bugle
altar,102607218,102699494,noun,Mx4rvVi0TJwpEbGdrcN5Y29ycA,AltarTable
southern_live_oak,111531584,112279772,noun,Mx4rv7NoypwpEbGdrcN5Y29ycA,SouthernLiveOak-Tree
inti,112908592,113680381,noun,Mx4rvViiMJwpEbGdrcN5Y29ycA,Intl-Peru
sound,202117931,202180529,verb,Mx4rb7DHMbG6EdmAhAACs6hRjg,Sounding-AnnouncingSomething
preschool,107776673,108276539,noun,Mx4rwPzj0ZwpEbGdrcN5Y29ycA,DayCareCenter
swage,201218320,201256374,verb,Mx4rxHU_FLG3EdmAhAACs6hRjg,SwagingSomething
Sierra_Leonian,109131443,,noun,Mx4rvVi5UpwpEbGdrcN5Y29ycA,SierraLeonePerson
Arabian_Sea,108629459,109202405,noun,Mx4rvVjBHpwpEbGdrcN5Y29ycA,ArabianSea
average,301480702,301531957,adj,Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViZjpwpEbGdrcN5Y29ycB4rvVifppwpEbGdrcN5Y29ycB4rwF4t15wpEbGdrcN5Y29ycA,"[:SubcollectionOfWithRelationFromTypeFn, :GenericQuantity, :mediumAmountOf, :TotallyOrderedQuantityType]"
cartoon,106363957,106780678,noun,Mx4rvW1cLpwpEbGdrcN5Y29ycA,Cartoon-Still
dance,201840266,201894649,verb,Mx4rvViGr5wpEbGdrcN5Y29ycA,Dancing
hallucinogen,103351660,103479647,noun,Mx4rvrXRYpwpEbGdrcN5Y29ycA,Hallucinogen
starter,104138907,104304375,noun,Mx4rvVilQJwpEbGdrcN5Y29ycA,EngineStarter
Maui,108516187,109080146,noun,Mx4rwTcACJwpEbGdrcN5Y29ycA,Maui-Island-Hawaii
Monaco,108411730,108967868,noun,Mx4rvVjfSpwpEbGdrcN5Y29ycA,Monaco
chalk,102895560,103003091,noun,Mx4rvVrhnpwpEbGdrcN5Y29ycA,Chalk-WritingImplement
auburn,300363030,300369831,adj,Mx4rUsDPUHS8EdaAAACgyZzFrg,Auburn-HairColor
ice_cube,103426080,103557141,noun,Mx4rvVjkbpwpEbGdrcN5Y29ycA,IceCube
wind,201479821,201522052,verb,Mx4rvyBRUpwpEbGdrcN5Y29ycA,CoilTightening
vitreous_humor,105012053,105318407,noun,Mx4rv7ZIfZwpEbGdrcN5Y29ycA,VitreousHumor
teamster,109998031,110695192,noun,Mx4rvVilcJwpEbGdrcN5Y29ycA,TruckDriver
track_event,107012645,107468861,noun,Mx4rvVjz6JwpEbGdrcN5Y29ycA,TrackSportsEvent
rubber_boot,103961202,104116294,noun,Mx4rvViPbZwpEbGdrcN5Y29ycA,RubberBoot
sit,201500510,201543123,verb,Mx4rvVi17JwpEbGdrcN5Y29ycA,SittingDown
infect,200087224,200089750,verb,Mx4rwP1T55wpEbGdrcN5Y29ycA,InfectionTransmissionEvent
Cologne,108233540,108772307,noun,Mx4rvVjrBJwpEbGdrcN5Y29ycA,CityOfCologneGermany
breastfeed,201150247,201186428,verb,Mx4rvVjKzZwpEbGdrcN5Y29ycA,NursingYoung
tire,104269070,104440749,noun,Mx4rvVjB1pwpEbGdrcN5Y29ycA,Tire
argon,113791656,114628920,noun,Mx4rvViDHpwpEbGdrcN5Y29ycA,Argon
wet,302457687,302547317,adj,Mx4rvVjJOJwpEbGdrcN5Y29ycA,Wet
Italian_greyhound,102008029,102091032,noun,Mx4rwUs90ZwpEbGdrcN5Y29ycA,ItalianGreyhound
spin,201988466,202046755,verb,Mx4rvVjLCpwpEbGdrcN5Y29ycA,Movement-Rotation
Madagascar_franc,112906493,113678273,noun,Mx4rvVja0ZwpEbGdrcN5Y29ycA,Franc-Madagascar
body_part,104919813,105220461,noun,Mx4rvViAHJwpEbGdrcN5Y29ycA,AnimalBodyPart
dress_down,200043854,200045346,verb,Mx4rU7E9M7HiEdmAhAACs6hRjg,DressingDown
slide,104076079,104238128,noun,Mx4rwP16MJwpEbGdrcN5Y29ycA,SlideTheRecreationalDevice
Heming,110322118,111039690,noun,Mx4rvDsKSMbSEdmAAAACs6hRjg,JohnHemminge-ActorActress
Damascus,108474008,109033936,noun,Mx4rvVjVf5wpEbGdrcN5Y29ycA,CityOfDamascusSyria
resound,202121142,202183787,verb,Mx4rvVieN5wpEbGdrcN5Y29ycA,EmittingSound
rate,114421305,115286249,noun,Mx4rvVjrwpwpEbGdrcN5Y29ycA,Rate
democratize,202458511,202533748,verb,Mx4rf36GdLctEdmFRAACs6hRjg,DemocratizingSomething
Serbo-Croat,106520835,106945095,noun,Mx4rvVi2BpwpEbGdrcN5Y29ycA,Serbo-CroatianLanguage
rummy,100470025,100495331,noun,Mx4rvpbhoZwpEbGdrcN5Y29ycA,Rummy
astrologer,109192206,109817816,noun,Mx4rfpHItskhEdmAAAACs6hRjg,Astrologer
world_organization,107794075,108294696,noun,Mx4rvViJ55wpEbGdrcN5Y29ycA,InternationalOrganization
bald,200121309,200126143,verb,Mx4rw4WpsLKNEdmAhAACs6hRjg,Balding
begonia,111611871,112360108,noun,Mx4rvVioKJwpEbGdrcN5Y29ycA,Begonia
Cape_Verde_Islands,108183161,108717730,noun,Mx4rvViUz5wpEbGdrcN5Y29ycA,CapeVerde
Pearl_Harbor,108516819,109080782,noun,Mx4rvVjzVJwpEbGdrcN5Y29ycA,PearlHarbor
Belize,108201908,108737521,noun,Mx4rvViZApwpEbGdrcN5Y29ycA,Belize
section,105995296,106392001,noun,Mx4rvpKfXpwpEbGdrcN5Y29ycA,Chapter-PCW
blue,300363831,300370869,adj,Mx4rSZ2UjHS_EdaAAACgyZzFrg,BlueColor
botanist,109239421,109868270,noun,Mx4rvVireZwpEbGdrcN5Y29ycA,Botanist
french_fries,107239379,107711080,noun,Mx4rvVjM_5wpEbGdrcN5Y29ycA,FrenchFry
Thursday,114305293,115164354,noun,Mx4rvVjhJJwpEbGdrcN5Y29ycA,Thursday
agent,113935705,114778436,noun,Mx4rZBlE-I4ZQdiKV-E2YrcatA,EfficaciousSubstanceTypeByComposition
dearth,113630579,114449865,noun,Mx4rvlvvmZwpEbGdrcN5Y29ycA,Famine
tomato,112156165,112905817,noun,Mx4rvVi0pZwpEbGdrcN5Y29ycA,TomatoPlant
murderer,109669969,110338707,noun,Mx4rv1UvdZwpEbGdrcN5Y29ycA,Murderer
salmon,107323146,107795751,noun,Mx4rvVi87pwpEbGdrcN5Y29ycA,Salmon
Jordanian,109103613,109718811,noun,Mx4rvVinlJwpEbGdrcN5Y29ycA,JordanianPerson
